BOD,COD,FecalColiform,IP,Class
0.0318296906559478,0.1188127641026766,8.891947784564046e-05,0.98,1
0.025260874391582,0.0437467554240696,8.183516447035691e-05,0.8,1
0.0085722659820389,0.1024985240457742,9.13050762553778e-05,0.75,1
0.0332725803044869,0.0561618491142403,3.218509452925733e-05,0.99,1
0.0014874332501448,0.0862338914490084,7.583807890400264e-05,0.68,1
0.0190980236893473,0.0700089448203521,3.429967383300083e-05,0.71,1
0.0177236101597221,0.1209095060844473,7.941174944117859e-05,0.97,1
0.0279876912697532,0.0825265605948049,5.026774139196952e-05,0.86,1
0.0254785306267005,0.0444313383739537,9.214334465298705e-05,0.79,1
0.0095333772225065,0.0604115548659368,0.0001004976661644,0.77,1
0.0259236253996397,0.0877915656972957,3.370091069185136e-05,0.81,1
0.0169508082462674,0.0602858826335912,3.798994561345322e-05,0.66,1
0.0109664845683434,0.0920379642849832,6.619168956159034e-05,0.76,1
0.0078532667334448,0.0795302700025579,3.261368288292219e-05,0.72,1
0.0163614245084742,0.082080093453576,4.8042863614856384e-05,0.68,1
0.0032849313716297,0.1025977389660473,3.650879468534677e-05,0.76,1
0.0190124285407053,0.1068342160617078,4.09963668590139e-05,0.79,1
0.0108980084494299,0.0817096910845568,8.988065025643291e-05,0.78,1
0.0058161021957618,0.0415541056860348,9.015166936242688e-05,0.69,1
0.017004610911128,0.0469414758568628,8.996573765017527e-05,0.7,1
0.0291420029885844,0.1222687504921884,6.491853004041e-07,0.95,1
0.0202205429243973,0.0916245687838453,8.832701747439792e-05,0.77,1
0.0127126256006433,0.0811640090230548,7.124020825696586e-05,0.69,1
0.0130476694681854,0.0997171991141189,8.001051258232796e-05,0.79,1
0.0136517266600314,0.0861016048886443,6.737661030407545e-05,0.68,1
0.0331894307315203,0.0630142929411004,4.708799397397084e-05,0.99,1
0.0165815263192683,0.068550485492338,6.658561268076762e-05,0.66,1
0.0151508645491067,0.0345958326108831,2.442323338898896e-05,0.63,1
0.033981797250379,0.0296780797293481,1.9021759578830647e-05,0.97,1
0.010005373327876,0.1014104670867799,2.2214112536643024e-05,0.76,1
0.0313919326100352,0.061827021061833,5.434563352169228e-05,0.92,1
0.0282713780481101,0.0668241458795865,5.808632746139935e-05,0.87,1
0.0011377159285495,0.0271910923945031,8.988380164138632e-05,0.68,1
0.0109567022656416,0.0753897006631615,0.0001019315463183,0.76,1
0.0205213487324826,0.0799403583396868,4.825400640673547e-05,0.73,1
0.0178801270029534,0.04352517543546,1.3267330653889531e-05,0.67,1
0.0020939360176662,0.0839420267907005,5.43298765969252e-05,0.67,1
0.0130867986789932,0.0489621530664244,4.018646092598547e-05,0.61,1
0.020778134178409,0.0756410451278538,5.404310056616416e-05,0.73,1
0.0178263243380928,0.1011425868020421,4.17022770885795e-05,0.79,1
0.0266230600428298,0.0403172263466303,3.388684240410306e-05,0.82,1
0.0304992974884813,0.1103828030434747,5.7783794505871215e-05,0.93,1
0.0273738517752053,0.1150657472803635,4.028730524449492e-05,0.91,1
0.0200811451108943,0.0896700348544663,8.04391009359928e-05,0.73,1
0.0106705699116092,0.1114609385104421,1.1218930434167898e-06,0.84,1
0.0057427349254972,0.0334284037156702,3.987132243064376e-05,0.63,1
0.0127052888736168,0.069231761278213,7.748940461959358e-05,0.65,1
0.0259065063699112,0.0626008974399626,4.352062620670166e-05,0.78,1
0.0245443207186634,0.099092145116399,8.282785073068364e-05,0.8,1
