pH,TSS,DO,BOD,COD,Nitrat,FecalColiform,Fosfat,IP,Class
0.5789564687528213,0.019169329073482427,0.7832738822278316,0.03093551994036526,0.0035760728218465487,0.20553311121871543,0.001842401317398464,0.002419400213807461,5.12,3
0.6232768404630509,0.025559105431309903,0.7948155098014974,0.06839358926574729,0.038253142609449495,0.35258587669025127,0.0030380599894564643,0.00041886256931550353,5.91,3
0.5124759111874773,0.03194888178913738,0.46267311629267127,0.1073425270219903,0.09785435630689206,0.23799930619295062,0.009777227050147013,0.014110042073807335,7.76,3
0.5494095542793351,0.038338658146964855,0.40624738148808304,0.12094670145359675,0.11952752492414391,0.23036020149313055,0.032603438062163384,0.003294635433272692,9.61,3
0.4312218963853902,0.003194888178913738,0.8743244997534171,0.02329481923220276,0.0,0.19789400651889538,0.00032065391659737277,0.0066080259069624964,2.44,2
0.49400908964154855,0.038338658146964855,0.8307227955862353,0.02329481923220276,0.007693974859124403,0.24563841089277066,0.001190223859912282,0.005920341091668386,4.45,2
0.519862639805849,0.04153354632587859,0.6537511727900267,0.032426388371226245,0.02904204594711747,0.1826157971192553,0.017385964054152468,0.03161474646311196,8.64,3
0.5678763758252638,0.012779552715654952,0.8114867496301257,0.03671263510995154,0.026332899869960992,0.47099199953746196,0.0023858825319702823,0.0,5.53,3
0.6048100189171217,0.025559105431309903,0.27928947817775956,0.1399552739470742,0.11573472041612486,0.5531123750605275,0.018472926483296105,0.0,8.74,3
0.6712905764824657,0.07028753993610223,0.18567405452469268,0.19306746179649648,0.21814044213263983,0.5817590176848526,0.03042951320387611,0.004920072269422407,9.55,3
0.7414644983569953,0.07667731629392971,0.22029893724569002,0.35892657472978007,0.45329432162982225,0.5951274509095377,0.09782118381078157,0.0026069506179785817,11.4,4
0.20223330921587213,0.01597444089456869,0.6370799329613984,0.026276556093924708,0.021077156480277415,0.31820990554106104,0.0,0.0,0.77,1
0.2797939597087735,0.022364217252396165,0.32417358540868196,0.0337308982482296,0.021077156480277415,0.5512025988855724,2.0652286153729094e-05,0.0,0.97,1
0.3795147960567897,0.03514376996805112,0.3498216466834948,0.04882594111069698,0.04692241005635024,0.5989470032594477,2.7174060728590912e-05,0.0026069506179785817,1.3,2
0.5678763758252638,0.012779552715654952,0.8114867496301257,0.03671263510995154,0.026332899869960992,0.010735941373304338,0.011951151908434286,0.002731984220759329,8.01,3
0.6048100189171217,0.025559105431309903,0.27928947817775956,0.1399552739470742,0.11573472041612486,0.010735941373304338,0.054342686645036116,0.0037947698443956818,10.4,4
0.6712905764824657,0.07028753993610223,0.18567405452469268,0.19306746179649648,0.21814044213263983,0.015892337045682867,0.054342686645036116,0.009733865976481178,10.45,4
0.7414644983569953,0.07667731629392971,0.22029893724569002,0.35892657472978007,0.45329432162982225,0.015892337045682867,0.09782118381078157,0.01661071412942228,11.4,4
0.3462745172741175,0.003194888178913738,0.5152516419060374,0.04435333581811404,0.019885132206328558,0.027923926947899434,8.695699433149093e-06,0.0026694674193689554,1.19,2
0.39798161760271844,0.012779552715654952,0.34340963136479163,0.04882594111069698,0.03012570437798006,0.029833703122854445,9.782661862292729e-06,0.00785836193476997,1.29,2
0.464462175168062,0.02875399361022364,0.34340963136479163,0.06522549385016772,0.04692241005635024,0.03747280782267449,0.0001684791765172637,0.008483529948673706,1.63,2
0.8965857993427981,0.006389776357827476,0.8204635710763102,0.039508013417815874,0.010023840485478976,0.15205937831997512,0.001190223859912282,0.00012503360278074733,4.46,2
0.5420228256609634,0.02875399361022364,0.1664380085685831,0.21170331718225865,0.20242739488513217,0.1119540786459199,0.009777227050147013,0.00598285789305876,7.79,3
0.5900365616803787,0.04472843450479233,0.09205863087162588,0.7595974655236676,0.5448634590377113,0.12723228804556,0.054342686645036116,0.020361722212844702,10.55,4
0.5346360970425921,0.10223642172523961,0.03819770219451895,0.9552739470741707,1.0,0.21126243974358047,0.09782118381078157,0.037866426602149325,11.53,4
0.5752631044436356,0.0,0.4806267591850402,0.04248975027953783,0.021077156480277415,0.13869094509529004,2.0652286153729094e-05,0.0,1.14,2
0.5235560041150347,0.003194888178913738,0.5575709430094786,0.04994409243384272,0.03120936280884265,0.1635180353697052,0.0001684791765172637,0.002356883412417087,1.49,2
0.734077769738624,0.009584664536741214,0.3908585447231953,0.136600819977637,0.10760728218465541,0.38505207166448646,0.00032065391659737277,0.004982589070812781,2.53,2
0.5531029185885208,0.006389776357827476,0.8653476783072326,0.02422661200149087,0.018259644560034677,0.18643534946916532,0.001842401317398464,0.0,5.12,3
0.453382082240505,0.012779552715654952,0.12540111052888256,0.3607901602683563,0.3844820112700477,0.19598423034394039,0.02608166348730156,0.00048137937070587717,9.34,3
0.5420228256609634,0.022364217252396165,0.09205863087162588,0.8714125978382408,0.5502817511920243,0.3430369958154762,0.032603438062163384,0.039741930643860536,9.81,3
0.505089182569106,0.02875399361022364,0.06384576346933178,0.9999999999999999,0.8211963589076723,0.5512025988855724,0.032603438062163384,0.05724663503316516,9.86,3
0.40536834622108975,0.0,0.3972705600418986,0.03484904957137533,0.024003034243606412,0.10622475012105488,0.0002554361708487546,0.009733865976481178,2.12,2
0.4423019893129476,0.006389776357827476,0.410094590679305,0.026649273201639956,0.010403120936280881,0.18643534946916532,0.00032065391659737277,0.005295173077764649,2.45,2
0.6823706694100231,0.03514376996805112,0.30109033026135046,0.1362281028699217,0.08864325964456003,0.22845042531817555,0.0032554524752851917,0.003357152234663066,6.06,3
0.6048100189171217,0.04792332268370607,0.9935879846812967,0.0253447633246366,0.035543996532293023,0.6486011838082779,0.0004619590323860455,0.011609370018192388,3.02,2
0.5420228256609634,0.402555910543131,0.764037836271722,0.0253447633246366,0.008452535760728214,0.40033028106412655,0.0004619590323860455,0.009733865976481178,3.07,2
0.33888778865574576,0.2939297124600639,0.2998079271976098,0.06261647409616102,0.12223667100130038,0.4385258045632267,0.0026032750177990096,0.010359033990384915,5.75,3
0.3351944243465601,0.5303514376996805,0.20491010048080233,0.06261647409616102,0.12223667100130038,0.49581908981187706,0.0026032750177990096,0.010359033990384915,5.78,3
0.5235560041150347,0.04792332268370607,0.2895487026876847,0.006708907938874395,0.024707412223667097,0.15205937831997512,0.00011413105506008186,0.02223722625455591,1.68,2
0.6048100189171217,0.9999999999999999,0.8037923312476818,0.06261647409616102,0.013870827915041177,0.17115714006952523,7.065255789433639e-05,0.01661071412942228,3.66,2
0.6417436620089796,0.9456869009584664,0.7281305504869839,0.04398061871039881,0.06263545730385782,0.24754818706772566,0.0002228272979744455,0.010359033990384915,3.6,2
0.9741464498356995,0.08306709265175719,0.12796591665636384,0.006708907938874395,0.008452535760728214,0.19025490181907534,0.0012989201028266457,0.009108697962577442,4.61,2
0.5974232902987504,0.1501597444089457,0.1792620392059895,0.3980618710398808,0.38773298656263544,0.15205937831997512,0.052929635487149386,0.013484874059903599,10.47,4
0.33888778865574576,0.09904153354632587,0.15361397793117665,0.3048825941110697,0.17100130039011702,0.24754818706772566,0.008146783406431558,0.009733865976481178,7.54,3
0.2280868593801726,0.11501597444089455,0.12796591665636384,0.7894148341408871,0.5231902904204595,0.15205937831997512,0.3161919358257382,0.02473789831017086,13.29,4
0.3905948889843467,0.04792332268370607,0.14078994729377026,0.006708907938874395,0.008452535760728214,0.17115714006952523,1.0326143076864549e-05,0.02473789831017086,1.82,2
0.32042096710981705,0.04792332268370607,0.12796591665636384,0.0253447633246366,0.008452535760728214,0.24754818706772566,0.0006243512193001049,0.01661071412942228,3.5,2
0.5900365616803787,0.08306709265175719,0.6665752034274333,0.08125232948192322,0.1059817945383615,0.28574371056682585,0.0005597856510089729,0.009733865976481178,3.35,2
1.0,0.04792332268370607,0.9999999999999999,0.006708907938874395,0.008452535760728214,0.19025490181907534,0.002309795161930228,0.009733865976481178,5.48,3
0.6085033832263078,0.4185303514376997,0.49986280514114984,0.6403279910547894,0.6261378413524057,0.17115714006952523,0.1456475306931016,0.009733865976481178,12.1,4
0.5124759111874773,0.07987220447284345,0.1920860698433959,0.43533358181140513,0.2847854356306892,0.20935266356862547,0.1989086897211398,0.01285970604599986,12.49,4
0.5013958182599203,0.09904153354632587,0.12796591665636384,0.5657845695117406,0.4094061551798873,0.304841472316376,0.8097815748998636,0.014110042073807335,14.69,4
